task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_tiling_02,True,True,1.0000,7.73,tiling|tiling,tile,3x3,2,1,tiling,1.0000,False,tile,,7.722,0.000,0.000,1,0,single,
task_tiling_03,True,True,1.0000,8.24,tiling|tiling,tile,2x3,2,1,tiling,1.0000,False,tile,,8.226,0.000,0.000,1,0,single,
task_translation_01,True,True,1.0000,5.84,translation|rotation|translation|rotation,translate,8x8,2,1,translation,1.0000,False,translate,,5.828,0.001,0.000,1,0,single,
task_translation_02,True,True,1.0000,5.78,translation|rotation|reflection,translate,8x8,2,1,translation,1.0000,False,translate,,5.777,0.000,0.000,1,0,single,
task_translation_03,True,True,1.0000,5.74,translation|rotation|translation|rotation,translate,8x8,2,1,translation,1.0000,False,translate,,5.736,0.001,0.000,1,0,single,
task_translation_04,True,True,1.0000,5.72,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,5.716,0.000,0.000,1,0,single,
task_translation_05,True,True,1.0000,4.54,translation|rotation|translation|rotation,translate,6x6,2,1,translation,1.0000,False,translate,,4.538,0.001,0.000,1,0,single,
task_translation_06,True,True,1.0000,5.77,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,5.766,0.000,0.000,1,0,single,
task_translation_07,True,True,1.0000,5.71,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,5.701,0.000,0.000,1,0,single,
task_translation_08,True,True,1.0000,5.11,translation|rotation|translation|rotation,translate,7x7,2,1,translation,1.0000,False,translate,,5.101,0.001,0.000,1,0,single,
