task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_reflection,True,True,1.0000,4.00,reflection|reflection,reflect,6x6,2,1,reflection,1.0000,False,reflect,,3.995,0.000,0.000,1,0,single,
task_reflection_01,True,True,1.0000,3.21,reflection|reflection,reflect,8x8,2,1,reflection,1.0000,False,reflect,,3.204,0.000,0.000,1,0,single,
task_reflection_02,True,True,1.0000,3.15,reflection|rotation|reflection,reflection,8x8,2,1,reflection,1.0000,False,reflection,,3.141,0.000,0.000,1,0,single,
task_reflection_03,True,True,1.0000,3.21,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,False,reflect,,3.198,0.001,0.000,1,0,single,
task_reflection_04,True,True,1.0000,2.84,reflection|reflection,reflect,8x8,2,1,reflection,1.0000,False,reflect,,2.833,0.001,0.000,1,0,single,
task_reflection_05,True,True,1.0000,3.20,rotation|reflection,reflect,8x8,2,1,rotation,1.0000,False,reflect,,3.194,0.000,0.000,1,0,single,
task_rotation_01,True,False,0.8906,19.55,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,False,rotate,,19.544,0.001,0.001,1,0,single,
task_rotation_02,True,True,1.0000,3.51,rotation|reflection|rotation,rotate,8x8,2,1,rotation,1.0000,False,rotate,,3.508,0.001,0.000,1,0,single,
task_rotation_03,True,False,0.0000,6.10,rotation|rotation,compose,8x8,2,1,rotation,1.0000,False,compose,,6.092,0.000,0.000,1,0,single,
task_rotation_04,True,False,0.8750,3.24,reflection|rotation|rotation,rotate,8x8,2,1,reflection,1.0000,False,rotate,,3.235,0.000,0.000,1,0,single,
task_rotation_05,True,True,1.0000,7.25,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,False,reflect,,7.252,0.000,0.000,1,0,single,
task_rotation_06,True,True,1.0000,3.26,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,False,rotate,,3.253,0.000,0.001,1,0,single,
task_rotation_90,True,True,1.0000,3.23,composite|rotation|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,3.222,0.000,0.000,1,0,single,
task_tiling_01,True,True,1.0000,4.62,tiling|tiling,tile,2x2,2,1,tiling,1.0000,False,tile,,4.609,0.000,0.000,2,0,single,
task_tiling_02,True,True,1.0000,3.76,tiling|tiling,tile,3x3,2,1,tiling,1.0000,False,tile,,3.753,0.000,0.000,1,0,single,
task_tiling_03,True,True,1.0000,5.91,tiling|tiling,tile,2x3,2,1,tiling,1.0000,False,tile,,5.909,0.000,0.000,1,0,single,
task_translation_01,True,True,1.0000,3.12,translation|rotation|translation|rotation,translation,8x8,2,1,translation,1.0000,False,translation,,3.114,0.001,0.000,1,0,single,
task_translation_02,True,False,0.0000,52.48,translation|rotation|reflection,move_down,8x8,2,1,translation,1.0000,False,move_down,,52.470,0.000,0.000,1,0,single,
task_translation_03,True,True,1.0000,4.69,translation|rotation|translation|rotation,translation,8x8,2,1,translation,1.0000,False,translation,,4.678,0.001,0.000,1,0,single,
task_translation_04,True,True,1.0000,3.72,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,3.714,0.001,0.000,1,0,single,
task_translation_05,True,True,1.0000,17.76,translation|rotation|translation|rotation,translate,6x6,2,1,translation,1.0000,False,translate,,17.757,0.001,0.000,1,0,single,
task_translation_06,True,True,1.0000,3.03,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,3.022,0.001,0.000,1,0,single,
task_translation_07,True,False,0.0000,3.20,translation|translation,translation_x,8x8,2,1,translation,1.0000,False,translation_x,,3.195,0.001,0.000,1,0,single,
task_translation_08,True,True,1.0000,12.58,translation|rotation|translation|rotation,translate,7x7,2,1,translation,1.0000,False,translate,,12.572,0.000,0.000,1,0,single,
